user_param_id,qid
26097,12aab-f6558
26098,646c6-6307a
26099,db987-8a5aa
26100,f2e27-102dd
26101,540ec-340cc
26102,b5db3-6bfc4
26103,330a1-d69f4
26104,ba824-f6db3
26105,84cb2-97b1b
26106,e7bda-2412d
26107,d2dcf-e65e0
26108,fcd3d-d820a
26109,4ae58-89f67
26110,19acb-ba720
26111,0aba6-0e656
26112,82176-0f3b3
26113,7e6dd-128b4
26114,d83a3-89ae0
26115,42f79-926e2
26116,4c1db-33c88
26117,3d1e0-54bf2
26118,40317-c028a
26119,03bfb-0b432
26120,70068-20f2b
26121,b4f6f-cb8f3
26122,9ced1-4d19c
26123,b49ed-70cde
26124,fbfd7-c06eb
26125,99d3b-05a33
26126,7a77c-a5a25
26127,8ff3c-85e0f
26128,663c1-700c9
26129,d58fd-ce1e9
26130,f86b9-7c557
26131,bbe42-7c2d2
26132,d9ddb-2a9dc
26133,ccb02-2ed32
26134,04059-c17f6
26135,b6a61-799fc
26136,2903a-73840
26137,8d227-6d633
26138,19887-5db7f
26139,7d6a6-088e2
26140,0d9c9-cf35b
26141,61cf9-7db65
26142,a6e8e-b93cf
26143,fb27c-36c19
26144,6e2fe-9fa4b
26145,e2ea7-44f39
26146,93b05-ce87d
26147,67216-8cf5a
26148,978ca-304a7
26149,608c8-9258f
26150,6d3a0-1f1da
26151,7a191-814bd
26152,90051-d7706
26153,808c7-d6572
26154,52b32-f986a
26155,f0f6f-2247b
26156,80f00-e97b9
26157,61e59-51873
26158,06ad8-bbd37
26159,0ead4-4b5af
26160,aa11d-a264c
26161,80f03-4c320
26162,5be90-2dd93
26163,5dbc8-1606d
26164,e2d60-9a162
26165,5bb8c-64fff
26166,8d75f-28c0d
26167,64f5c-20505
26168,d8cb9-23eaa
26169,6c2c6-f9035
26170,18f8b-6230a
26171,f02bb-940ec
26172,56220-f505f
26173,c5eb5-7ff3f
26174,918e1-024bc
26175,8a26c-61d8d
26176,e5782-badda
26177,b17d1-ce42f
26178,12744-f3786
26179,4e692-3699c
26180,90745-f9187
26181,b0c22-e0f91
26182,1f0be-aa745
26183,869e3-48410
26184,0572b-52ba0
26185,071fd-b6307
26186,bd76b-04eaf
26187,2af3f-2fab6
26188,b4fa4-14a2f
26189,b0af2-fee80
26190,0e11c-ac488
26191,d4d31-bf23a
26192,ed30d-48b57
26193,72a8c-a00fa
26194,398fd-d2156
26195,94689-5a0d0
26196,2a611-ca17f
26197,e2a1c-c8804
26198,3c47f-9d712
26199,7a813-d8277
26200,dcec4-4ca7d
26201,b25ff-1c8fe
26202,1c46b-0874e
26203,f2fc2-f8e71
26204,ec8ae-2c218
26205,af586-dee28
26206,566e9-76223
26207,5a1f5-e4814
26208,7a7f8-14b29
26209,99f1a-eeb4a
26210,ed4e7-f2a6f
26211,bba4b-43e1b
26212,e000b-8a872
26213,1210d-1a3b6
26214,0621a-4ccf7
26215,a4803-a6be7
26216,eabc7-69acb
26217,e4582-e02d3
26218,c1c75-cfe55
26219,27fe2-e87ed
26220,041b0-ce1ba
26221,cabc8-6efb4
26222,53595-7bf0a
26223,7ca07-591da
26224,9fcc0-e80d9
26225,68b69-8f9db
26226,7a0e7-8e90b
26227,f11a2-613dd
26228,566d6-21923
26229,4b3b9-f2fc7
26230,bea98-ac618
26231,520c0-76059
26232,03efc-5bf72
26233,cc838-7398b
26234,48eaf-517ee
26235,43fea-7df62
26236,5b3e3-dfbdb
26237,cce2b-bea58
26238,7979b-14d39
26239,823c0-7c13d
26240,10056-f0b28
26241,44451-a028f
26242,79215-29fb6
26243,952cd-07710
26244,ff8f7-cdced
26245,d6c8a-8787a
26246,d5d37-a2a76
26247,2b349-ea510
26248,def6e-e478f
26249,ba5a7-33f2c
26250,b635e-c5020
26251,26a86-87ed6
26252,8fd25-a4510
26253,a3725-48b80
26254,61cc9-19c3e
26255,894dd-39c82
26256,98e3f-283ee
26257,1ff51-2e5e3
26258,6d8e4-e6fab
26259,abad8-dffdf
26260,4d7b3-3aae1
26261,b41ff-8ac90
26262,74014-ac9a4
26263,e4549-59932
26264,493bd-9f8ff
26265,9024c-cc704
26266,424d7-165f1
26267,dabf6-587d7
26268,660a8-11291
26269,89b9a-2727e
26270,f4bc3-3788f
26271,6d2d0-172d2
26272,b2083-ae931
26273,69299-c8bae
26274,a211d-ab5bf
26275,96ad8-1f9e6
26276,87b9d-33f71
26277,fa2c4-6493e
26278,6f258-bc086
26279,e2785-ca3cf
26280,da202-a997f
26281,25d2b-dcbd2
26282,2f816-f9d77
26283,a2f35-e67d3
26284,80308-829fc
26285,beed3-62d1c
26286,43b0a-b35d6
26287,90238-1cae0
26288,a7eff-26f68
26289,cb4a8-5de62
26290,3b57f-f63b4
26291,977a2-5d05b
26292,b0d08-40fd5
26293,06373-7109a
26294,b147f-26bdf
26295,23a9a-4f1f6
26296,f3483-4d1c0
26297,de8f0-ccd81
26298,267c8-fd751
26299,6cbb2-6b73f
26300,65edb-b219f
26301,7c154-c2d18
26302,d639c-9a189
26303,45eeb-59283
26304,c4bcd-39bb7
26305,2c5cd-e7ecc
26306,dc10c-3e40b
26307,35632-04a3b
26308,b09b2-85552
26309,e75f4-c0db8
26310,29aa3-344cc
26311,6e8e5-d2013
26312,7f736-b9674
26313,5aa92-007a2
26314,0e7bb-835d6
26315,8dd9d-5bc3b
26316,d263e-9a28e
26317,b9062-39c77
26318,907f6-65484
26319,681d2-b5fca
26320,1e771-203d7
26321,5faf8-fd80b
26322,613fb-50b33
26323,c6281-9d98d
26324,56eab-df503
26325,b79e5-05288
26326,29f4a-772cc
26327,2cc9c-33c7d
26328,b93c6-01178
26329,71bac-d77ce
26330,fe9ba-4d445
26331,2693e-ebf7a
26332,4778a-289ff
26333,ea44d-88025
26334,d86b2-20966
26335,3bab9-c7027
26336,99e90-29bff
26337,430ae-9b147
26338,d6ae6-11d0d
26339,43ca1-2b71d
26340,cbf88-e8499
26341,40f9b-04665
26342,49940-56150
26343,0c8f2-49ee2
26344,727e6-4941d
26345,53ba3-77f1f
26346,35d5a-bc29a
26347,aab4e-e2c70
26348,c174d-2add4
26349,cc380-51541
26350,623fb-efb2f
26351,0608c-4c2ec
26352,af0b1-e7af0
26353,a9c68-285d3
26354,51504-e08e1
26355,a02f6-2fde6
26356,dbd6c-32a55
26357,aae08-08521
26358,816d4-2b132
26359,7e77e-07326
26360,9687d-944e2
26361,528d7-ac31b
26362,5e0c9-f0a69
26363,cac45-93ebf
26364,61f8c-d87f0
26365,05df0-5b06f
26366,31858-fbded
26367,7f718-36c55
26368,a572d-07e03
26369,15b8b-d190d
26370,0933a-f8223
26371,0ca71-5252c
26372,49815-14fd0
26373,8d8f0-88e4f
26374,6340c-443da
26375,e0059-58e14
26376,c9c9c-eb1e0
26377,92029-989b6
26378,e792f-b000c
26379,ee90d-40966
26380,991be-82975
26381,19893-688d3
26382,adc34-ec512
26383,26243-d64eb
26384,1c260-d3815
26385,0a101-daef5
26386,ce3b9-0d1ac
26387,f074c-9dc02
26388,6887b-3c071
26389,251ae-26237
26390,a6cc6-5852b
26391,2b7f4-c6187
26392,bbe1d-602b9
26393,174dd-9fc8e
26394,39b67-a32ac
26395,463a0-6fe85
26396,c499d-5b85e
26397,a46b5-9c0dd
26398,b2859-aa764
26399,476c5-afc67
26400,6cb06-b3f14
26401,fa14e-07802
26402,9acd4-771c9
26403,6d7a4-393a9
26404,e4af6-9fd0e
26405,181d2-4393d
26406,f3269-5716c
26407,eec14-5f8bc
26408,f631a-79b44
26409,572aa-9291d
26410,ff71d-f4625
26411,4eb72-0a444
26412,cd852-28392
26413,c98c4-fca3f
26414,d6510-7d482
26415,5588e-4b69f
26416,04162-71858
26417,85596-6b462
26418,b8978-8fad3
26419,7e7bd-e6d7f
26420,dbcdf-eb3c4
26421,bba39-615ac
26422,60a1e-26257
26423,7cee2-59904
26424,d21ec-83b1b
26425,867b3-5648f
26426,b8c27-5625f
26427,306dc-ed653
26428,74a53-1509a
26429,aa597-05f44
26430,30b75-77c6a
26431,8c288-a01aa
26432,88705-64b34
26433,4f4c5-d6740
26434,14724-6b6fd
26435,4d555-4ea88
26436,cf838-a118e
26437,2d5ab-03ec6
26438,6dcb9-71755
26439,f9a04-8e1f5
26440,45e01-6755e
26441,0b365-9917e
26442,1d76d-cecd2
26443,b2063-55f73
26444,5f0be-fe4b1
26445,22a63-e6ff9
26446,1dcb4-afc18
26447,a044c-0f091
26448,749bf-cab27
26449,0b928-22cf7
26450,57f9c-ee314
26451,026f5-691ae
26452,0493a-c236a
26453,d472a-563fb
26454,8aa58-27f35
26455,b6834-42ae0
26456,3bc2a-d5bc1
26457,f7729-8fcfe
26458,976e8-230d4
26459,9d24a-c1e66
26460,5d082-5e365
26461,fb367-118dd
26462,b6996-672e0
26463,83996-8a2a2
26464,1aee4-5ee80
26465,b6456-94808
26466,cda80-6914f
26467,45c9d-6685c
26468,c2ff6-9a640
26469,f7dbf-ba8f3
26470,cd42d-069df
26471,e4745-ab61f
26472,92a8c-c8046
26473,164c3-25e44
26474,7cc97-65542
26475,03024-39ff1
26476,e05af-d35a7
26477,fee09-c2b0f
26478,e97d4-ec2da
26479,06731-2f701
26480,2370d-26ab2
26481,faef7-4eb4f
26482,a4bc9-6ddb2
26483,67ef3-a104b
26484,d6345-d9cd6
26485,ab6aa-e9259
26486,46280-c33cb
26487,f200b-79493
26488,b25b1-92548
26489,56ccc-042de
26490,8da79-047a2
26491,54e87-1de27
26492,d45b5-2977c
26493,9a2fc-c40ea
26494,9cd5f-49b1b
26495,7cb9e-29463
26496,1acbf-e5e10
26497,4b216-aeb03
26498,49132-20cfb
26499,40490-c8347
26500,96938-91fd1
26501,9d92a-776c2
26502,70289-c7e71
26503,0aeef-4e3fe
26504,4d77c-a8351
26505,217f2-7d238
26506,ef58b-2f958
26507,94fe9-25722
26508,7b457-7f73c
26509,a766d-72944
26510,0316d-88dd5
26511,14cd1-7cc1d
26512,28b10-d827f
26513,cc326-6453e
26514,eb9cb-64b99
26515,9959b-564dc
26516,2e70d-aec52
26517,312aa-10be2
26518,c973b-141b8
26519,1f779-e861c
26520,e0942-023c1
26521,6f843-26855
26522,164d7-43fbd
26523,d3a2b-79409
26524,ffe88-ace91
26525,a8440-2bc52
26526,a3bcb-40b6a
26527,bd008-6c9a7
26528,9002f-6bccf
26529,43baa-4c55e
26530,3ff4b-c1078
26531,b58ed-c605b
26532,aa949-6438c
26533,ee3b8-deaec
26534,2d2c9-bf144
26535,3eed7-d1bc5
26536,539e0-b2759
26537,ddec9-2993e
26538,eb242-32939
26539,adb13-7c05f
26540,40d81-f2e37
26541,77234-62d57
26542,70270-c5011
26543,1e2f3-eb28e
26544,070cd-d33a9
26545,d7c1e-d1c52
26546,0f1e8-6a066
26547,75d26-e8f22
26548,27920-bd321
26549,b95be-462a2
26550,a2565-45463
26551,88d8d-472e2
26552,ad619-de581
26553,1c04a-9686e
26554,d9142-df147
26555,b5781-6ff77
26556,7c658-6f713
26557,de64d-cc43b
26558,1fb9d-b4cf0
26559,ff60e-40cc8
26560,35d22-c8768
26561,74e20-b8912
26562,68faf-dabcc
26563,a7655-5aa67
26564,beaba-18e45
26565,69e20-0f3ef
26566,907c7-483b0
26567,447a6-40e55
26568,956b5-34971
26569,f3aec-04494
26570,d2785-fd30d
26571,5f9eb-b42ae
26572,2218a-83f65
26573,5ecfb-fd9ea
26574,f42b7-53e1c
26575,ff02a-d1a2c
26576,490f7-d201f
26577,ce29e-e3042
26578,ee4f9-6338f
26579,38753-fd039
26580,87e23-d5acb
26581,0baf9-4384e
26582,b0eb6-15695
26583,7960f-eb73c
26584,12d7c-7f602
26585,9bfe8-5ec65
26586,9c341-9d3e5
26587,53210-36ab5
26588,324b9-40653
26589,232aa-e46d7
26590,ae33b-f2c7c
26591,66c89-d0763
26592,2cf9f-a51ea
26593,d0d07-6a356
26594,49c44-8d6f0
26595,ef226-9c039
26596,a2ec2-2dffb
26597,6a480-fc09f
26598,02092-027f7
26599,1f5e9-8ec4d
26600,30de2-11052
26601,2f298-a81a6
26602,8e104-c6315
26603,a1de8-131e4
26604,dd7b1-1bc1f
26605,321d7-15fa2
26606,1b59c-4d186
26607,9be0c-911c8
26608,1dac8-d8943
26609,e384d-fa38f
26610,9ccc9-0b77c
26611,f1b3c-6d9d9
26612,64aea-6f01e
26613,b8221-5a89a
26614,96839-09c46
26615,6cb5b-94074
26616,9dd52-4581c
26617,78832-e6bbd
26618,3dac6-15e4c
26619,7fe28-08623
26620,df03d-35cd5
26621,cd3e0-65e28
26622,eeccc-7c2c1
26623,d15a5-5106b
26624,b2141-70a62
26625,895aa-3c32c
26626,6a032-82397
26627,dac82-90913
26628,cea1b-26319
26629,5b06e-2ca0c
26630,5c54e-fac31
26631,090dc-6050d
26632,d71e3-eb405
26633,e1400-02258
26634,9d5e6-9a42a
26635,22756-a4361
26636,29b25-af26e
26637,2fde1-7469f
26638,070fa-ed960
26639,2f336-456c4
26640,cf1e8-37687
26641,34890-2277f
26642,aff29-42958
26643,ed284-76fd8
26644,a3004-57e6b
26645,14d28-e0e3b
26646,16364-64a85
26647,ad6a8-448e4
26648,e7b2b-f4284
26649,20cf5-f61ef
26650,9bc1d-be7a0
26651,20e77-ca0b6
26652,8234c-80106
26653,af2ed-f8336
26654,4c624-e7abc
26655,cf316-27aac
26656,6190e-1be61
26657,58619-8b52e
26658,89e36-2ce03
26659,9894f-c6dba
26660,cf724-37a28
26661,3a629-2aea7
26662,50edf-d9ff1
26663,db046-f225e
26664,4885e-5daa1
26665,e8830-4d2d1
26666,cd22b-414df
26667,1b03a-12750
26668,dec26-a9a7c
26669,efbca-1b6c2
26670,0aaa5-4c51c
26671,8261d-19907
26672,866e9-e2799
26673,c4ebd-8a4b4
26674,ae3f9-5fa16
26675,08424-b33da
26676,468e3-5b18d
26677,c09f0-e7bf1
26678,08643-030b2
26679,a2b10-66b3a
26680,6c58a-6c49e
26681,15689-d6554
26682,2c44a-d252c
26683,5a7c6-f80b1
26684,f6ccb-7e591
26685,4affd-ad7c1
26686,b0846-1b205
26687,d07c5-83a26
26688,428a5-ae513
26689,02000-2147f
26690,3281d-e357f
26691,5e390-b9587
26692,6bb8f-52cf5
26693,cc7e9-808f5
26694,11bcb-97582
26695,1a92b-59661
26696,b2974-af675
26697,088a1-0bf6a
26698,5da5b-9c604
26699,b8bc9-28389
26700,2a247-dbf79
26701,b30f4-c82fd
26702,c5130-fff05
26703,a50c0-92b9f
26704,8a6e1-e69ae
26705,89c3a-dec59
26706,c8baa-7c97d
26707,c3a25-76e21
26708,aa1eb-f117f
26709,ce31f-e8e6c
26710,3a077-a8bf3
26711,6f96a-9371f
26712,7246e-9509c
26713,34aa4-248df
26714,ba79f-fc6da
26715,9a171-ab2fa
26716,d96b6-9651d
26717,740c0-7746b
26718,62387-87adb
26719,aaacb-fbee7
26720,2f86b-dac73
26721,d6367-55c1e
26722,d837f-167e3
26723,83d91-92b87
26724,1ca28-0ca9b
26725,e54f1-88458
26726,b17b3-b2357
26727,c1483-0a397
26728,fb649-9eaa7
26729,85f9f-37958
26730,796cf-7f3fe
26731,22314-accbc
26732,4aaa2-597df
26733,5f0ba-566b1
26734,3cbf1-3dc21
26735,e44db-c475d
26736,c83b3-3aadf
26737,75f38-18f23
26738,43133-e2193
26739,43f0c-9c822
26740,cddda-dee55
26741,d36bd-6a462
26742,f43ba-c4444
26743,8f18d-97319
26744,4f8eb-f92b1
26745,ed9b2-0c51a
26746,437fb-b6ac5
26747,62de7-b11ff
26748,06c2f-37fa8
26749,4b273-1b00d
26750,5fb05-1eb41
26751,99ef6-2b2c5
26752,2bf2d-f8a43
26753,4df12-bedaf
26754,45fbc-3bfc0
26755,250a1-3459e
26756,a1168-54736
26757,5f878-5aabf
26758,b001e-a9493
26759,3f298-75611
26760,94c18-17b67
26761,7e39e-3c089
26762,14c31-feb09
26763,a1965-8f4cc
26764,36809-a1967
26765,21269-94c23
26766,2ba74-6dfb7
26767,af8b4-99f8b
26768,c390d-89656
26769,54e50-5e3ab
26770,d46e5-1504c
26771,cb777-eb616
26772,eeac5-1db43
26773,5d5c6-acb9a
26774,cc846-bf5f4
26775,6cc49-3cee0
26776,892ae-2ba11
26777,99998-3726e
26778,b1fa7-12263
26779,d0d42-e8afe
26780,c9f73-7d86a
26781,bff3a-20082
26782,5073a-e64ca
26783,91db7-8c39b
26784,a9a81-e090d
26785,a52e0-9f263
26786,96074-2cca7
26787,c8d15-8eaa3
26788,4622c-9e9e3
26789,6d0f7-18232
26790,7e3cf-c6f5f
26791,a39e4-dd778
26792,db4af-6fd79
26793,3c25b-e6276
26794,5fafb-06b42
26795,063d9-1e734
26796,8c0bc-d8601
26797,dc06a-0c568
26798,d93a0-2b076
26799,d3c84-cb317
26800,5dd2c-a22d2
26801,f4fa3-63d1f
26802,2b092-82c8e
26803,e72f4-d95ba
26804,9a734-14dce
26805,43241-e9b3a
26806,85740-97bfe
26807,07f87-c5d65
26808,23ac1-10ff4
26809,32d68-8b445
26810,1c373-066b5
26811,14e85-284d3
26812,c9669-9d172
26813,1cb21-d3851
26814,b7182-c9bdc
26815,9b86c-f7048
26816,661cc-1cdc2
26817,0a375-29f54
26818,fdf2a-37ad6
26819,a8b52-76f49
26820,d1896-913d9
26821,10893-5804d
26822,c4b9a-15ca9
26823,e9c9a-86dd7
26824,ce661-8453d
26825,2fc36-d1dbb
26826,2822f-fecac
26827,1e555-e20a6
26828,2aa5b-55497
26829,19f1f-9dea8
26830,4d9e7-6a963
26831,5446e-cf26d
26832,470c4-75b35
26833,b5d77-224c5
26834,e3e93-1a87c
26835,d218f-a8e1c
26836,e788f-04940
26837,a6520-ac486
26838,4c466-cb707
26839,e008c-8ab87
26840,fb489-ff535
26841,a266d-7bb1e
26842,6f963-8ab59
26843,73899-13137
26844,f587d-c99ab
26845,2521b-39373
26846,afb75-df2fa
26847,39a8b-1b528
26848,1764a-fe538
26849,452ec-6d3a8
26850,1bf05-2579a
26851,5184d-fb183
26852,b708d-22070
26853,bcf2a-fc79c
26854,9c68d-cc397
26855,e3fae-8e9ef
26856,04ffd-f0c46
26857,89d57-8e1db
26858,a5d83-64eba
26859,2560d-5f860
26860,7c36b-d3f82
26861,742ba-316a9
26862,35c0a-76166
26863,d6650-161ee
26864,d547b-528c3
26865,08cba-8b33a
26866,916ab-8bad4
26867,92d2e-eb5b4
26868,58fb4-5fb65
26869,6aaa0-033cd
26870,d91e0-e92ee
26871,28ad3-88b4d
26872,05674-762b4
26873,cf307-682b2
26874,7cd01-589fe
26875,d15e8-d9d22
26876,6cccf-a1d59
26877,2a6ce-4efbd
26878,b70b5-0847c
26879,a8366-4e404
26880,95713-f8c28
26881,30372-2dd5b
26882,00f39-15b74
26883,16e25-c4e5f
26884,0395d-030e8
26885,25635-57fc5
26886,f9341-b68ee
26887,8f29a-60d97
26888,d6f57-91a60
26889,e88a7-dd18a
26890,a419e-c10fc
26891,34142-4a2fd
26892,136d6-7b1ac
26893,0fa31-f737c
26894,8e70c-894b4
26895,fb6e1-ac157
26896,38281-94dfe
26897,554fb-d25b6
26898,86a5d-2282a
26899,451b3-5e735
26900,889df-4a12d
26901,e3626-36660
26902,3ecbc-79475
26903,4cc22-b476d
26904,d9986-93fe1
26905,dc6c6-af3a7
26906,25443-cb1d4
26907,a1eb8-77d87
26908,71238-ec5ad
26909,1a20b-3b3eb
26910,9987f-9a373
26911,0b4af-eab5c
26912,dd608-592d2
26913,990e6-25e94
26914,c9add-afb61
26915,28487-d38c7
26916,027c6-39f0c
26917,6b221-ff7d8
26918,9e15a-81eb6
26919,981ee-d2504
26920,6b239-11735
26921,b1bfc-91d5d
26922,9daa2-71bdc
26923,8076a-d7ddc
26924,2c5f4-98406
26925,a4c4e-5fd37
26926,d7913-ff7bf
26927,04c93-505b8
26928,48ee1-568b4
26929,e5643-9edf2
26930,ceeb4-191db
26931,551e5-5f1fd
26932,a4606-9e1ea
26933,1d76f-f11bb
26934,6fa32-357e5
26935,036d0-1d215
26936,040db-8b900
26937,444b0-007b1
26938,985a3-46182
26939,d4d2e-d2663
26940,cd4ad-1eb80
26941,6175a-997d9
26942,13729-f6fb4
26943,9a102-6020b
26944,8f48b-7b447
26945,8d854-65cbc
26946,703d4-9a920
26947,67bc4-69956
26948,aacfa-d0466
26949,c432c-66db5
26950,96338-f3b64
26951,aa8ef-649d6
26952,6560d-f35f8
26953,736c2-08e6c
26954,7a747-2c2f5
26955,0409d-6d98e
26956,728b4-070ea
26957,48d9c-121bd
26958,ef99d-bfd3a
26959,c4024-46e19
26960,3ad14-a4082
26961,4b6ff-54f86
26962,72305-3a87a
26963,9c248-95701
26964,95b4c-5d069
26965,96f93-f9851
26966,96455-77185
26967,b96e2-5e009
26968,1afdf-5a6f9
26969,8f531-470c1
26970,ad22b-4bce4
26971,e8981-90457
26972,a5f1b-429c7
26973,429e5-815dc
26974,5844b-6796c
26975,df710-3a173
26976,8bb91-7feae
26977,69cfe-f66c2
26978,f0f51-bbe70
26979,02c07-9fa21
26980,a2cad-964a6
26981,157d2-fae39
26982,2ca5a-96b4f
26983,9ecd3-ab026
26984,1596a-674f0
26985,dabf9-3214d
26986,ebc2e-054d3
26987,98d98-9027f
26988,3f309-b06f0
26989,0ff23-6042e
26990,92d96-cb4fc
26991,77b81-a1cb3
26992,154ed-26bb1
26993,bf1e7-c4c35
26994,742f7-7930e
26995,5e183-c9bd1
26996,b2410-6f336
26997,2d668-8c525
26998,46095-29689
26999,5ac99-a83c1
27000,63c7d-6534c
27001,7b9eb-b3697
27002,e8cde-38f54
27003,d746d-c82ad
27004,c142e-85be9
27005,b5c49-4a646
27006,bf1a9-798eb
27007,ed4a3-1fbd1
27008,2b551-c24b6
27009,5d07f-c956b
27010,31970-8de66
27011,84a4c-4f733
27012,9a3ba-524a9
27013,855ba-f8b84
27014,fcb2f-187bf
27015,9ebef-0d499
27016,da3c3-3af50
27017,eece6-c62e6
27018,8336e-07087
27019,95b97-1aba1
27020,72192-489b5
27021,c32e3-2a88f
27022,6e5db-16205
27023,73844-9393e
27024,55a5c-83701
27025,ca4d4-dc636
27026,d42f6-84a73
27027,2ccad-bdb1d
27028,9422d-8adb0
27029,72e93-3ac7c
27030,e5614-aaf93
27031,fbac6-47faf
27032,a8e44-c3b9b
27033,b50f9-42415
27034,4d0f9-ae0d1
27035,031a9-5b6c4
27036,bacec-87feb
27037,f33a3-79434
27038,828ed-24ea4
27039,3ed1e-12b4a
27040,b0ff0-7ed6f
27041,e7724-9cab8
27042,ab051-43cdd
27043,70039-d85f2
27044,fe311-2e7e2
27045,34dfe-13bf9
27046,e155f-39cb2
27047,b886d-da4c4
27048,d5e17-99dff
27049,7e70c-36b53
27050,82faf-a9aee
27051,fac63-227ea
27052,a7736-793aa
27053,9e6f4-c35be
27054,4db9b-2e1c5
27055,9eeb0-94c21
27056,1d485-a7d18
27057,6ca31-d6ce8
27058,fc841-23896
27059,fbb31-8e43a
27060,0907b-2e2d8
27061,a5b9a-499e8
27062,71e4c-710b4
27063,fe11d-5e99a
27064,c1b1d-b7090
27065,a00bb-8ac84
27066,1c8c4-bd74a
27067,0fa84-ffa47
27068,1d7a2-85b54
27069,4ca9d-cc8c7
27070,6aa3e-18e03
27071,d4aff-80368
27072,9ce33-3f918
27073,70bca-db981
27074,7f270-1c17c
27075,be0a8-4ca17
27076,c7f8c-6772f
27077,588b1-30d8b
27078,2042a-c4a60
27079,f89e0-617ff
27080,771eb-f9b62
27081,2e91f-a672e
27082,02f54-c0412
27083,b1886-b0e11
27084,62101-26a5a
27085,8ec20-86d61
27086,0abff-5dd32
27087,3b6fc-fc2ef
27088,b7621-9f99e
27089,0d6a5-71f29
27090,e880f-466fb
27091,3d4e6-3cdc8
27092,a2416-5f7b3
27093,f153f-d6cb1
27094,6952b-f898e
27095,2c301-13020
27096,ca935-4a7d0
27097,b90fc-48576
27098,d7774-4a879
27099,180c0-567bf
27100,9fe04-1a07a
27101,c3ce1-dc61c
27102,8d21e-32742
27103,b2d66-cabdf
27104,f9115-54149
27105,7ebaa-14601
27106,b56b1-5fa3d
27107,9776f-f5fb6
27108,957d6-c51b6
27109,f9bf4-19c54
27110,23f00-fb6e0
27111,13b74-0a867
27112,04009-22fce
27113,7013e-68edd
27114,8ac08-0d6f0
27115,3e110-059d5
27116,555a9-7476f
27117,a490f-3605a
27118,2acd6-01c1f
27119,e7c43-64771
27120,ec1c3-59e78
27121,9233f-d0f41
27122,3c710-0e74f
27123,9cd7e-4c017
27124,edd9c-8f6ec
27125,ff31a-5359d
27126,b27ca-0c949
27127,5836f-fc811
27128,77752-69182
27129,a46c0-97633
27130,bff8b-bc710
27131,5300e-d1dc4
27132,d31d9-d6ad0
27133,2ccd5-1c3c6
27134,f3866-05eaf
27135,92b8c-285fa
27136,990b0-57b15
27137,16b23-6f58e
27138,b6ac0-2de6c
27139,436f5-ffebe
27140,66179-26b82
27141,c8684-4d614
27142,bf663-60b42
27143,bbc97-e04ec
27144,8eeab-cfe13
27145,6c263-9e78e
27146,49386-c95a2
27147,e44cc-fa551
27148,b3b86-1f780
27149,1e894-d9143
27150,687c2-76870
27151,db628-364d0
27152,6d47c-d3c7c
27153,8b0c0-df7d9
27154,2b16e-6dd74
27155,195c7-27642
27156,821dd-b9410
27157,1c5f7-3e7f6
27158,475ad-c9193
27159,9f5da-1b8d5
27160,fe9f5-ec4e5
27161,2d60d-59158
27162,f9783-9bb59
27163,75cf1-d8eb5
27164,dd27e-41a1f
27165,400ad-b8eeb
27166,34343-28314
27167,6f5d8-20d1b
27168,c7885-144d4
27169,65924-eb6f6
27170,004a0-74010
27171,ad943-4cd8d
27172,27a13-055a4
27173,e2d6f-d4e65
27174,6a37c-497b9
27175,13986-51223
27176,1478e-67943
27177,b3759-58a35
27178,e1dd8-0ba9f
27179,39ab5-044bc
27180,68110-7497d
27181,497c2-ab8d8
27182,6e725-9c009
27183,02809-c8aa3
27184,b1d53-47ad8
27185,c0fb8-f9ab8
27186,0d29d-27efe
27187,31ad6-0e1ff
27188,90c56-e0239
27189,1fc36-4af21
27190,6b9bd-3da1b
27191,72c8c-1664a
27192,455e3-93a18
27193,e92e2-49fcf
27194,3cb32-22c5b
27195,6f968-44db4
27196,8f7d4-6f7d8
27197,dd79a-e6b1a
27198,83277-46ee2
27199,2365e-29b71
27200,3578b-ca71f
27201,adf2f-678b4
27202,41ec1-705c1
27203,aecca-cdf6a
27204,ac1a5-eab7a
27205,6b7e6-c799f
27206,cefd8-65764
27207,c4f92-0fd69
27208,172e1-fb4de
27209,46e1d-6a5fe
27210,65605-45f88
27211,802ea-13750
27212,f23b9-62a0c
27213,75b4a-e6b26
27214,31fce-ffa61
27215,6781c-70313
27216,60864-fef8c
27217,43f51-2b9d9
27218,60b1f-6ffa3
27219,c6659-aba92
27220,550fa-42087
27221,dae01-3da89
27222,32c55-eaa14
27223,e183f-b9e19
27224,b119e-fda06
27225,30957-483b6
27226,bedc7-c8b68
27227,faf4d-ad1b8
27228,0dbc8-65463
27229,ff04e-3421f
27230,3ce49-3e93c
27231,74057-c77ed
27232,b818c-103e3
27233,da79d-accbf
27234,d9a2f-edf9b
27235,18327-f941c
27236,b923e-7ca08
27237,440ae-38fe5
27238,4a722-39d80
27239,3a612-e6009
27240,4fc99-cf7b0
27241,1a82e-5eef0
27242,f00a4-544e2
27243,93553-dbe6f
27244,8dd51-d46aa
27245,269c5-4f219
27246,13ce1-fd938
27247,435be-cde0e
27248,28787-a3f94
27249,28d6d-ab51a
27250,87874-74e15
27251,cdca0-175d2
27252,bead3-39b67
27253,40ee8-a72b2
27254,77476-bd06e
27255,a3ce5-8565a
27256,a84f3-fb4c2
27257,fdf82-2c295
